orix,oriy,oriz,gyrox,gyroy,gyroz,linerx,linery,linerz,accx,accy,accz,gravx,gravy,gravz,temp,ms
236.19,2.31,-140.75,-1.92,-0.48,1.21,-0.75,3.03,-3.96,-0.35,9.22,-11.56,0.40,6.19,-7.59,27,3.58
237.00,2.56,-139.81,-1.79,-0.46,1.27,-0.73,3.04,-5.00,-0.24,9.47,-12.39,0.48,6.42,-7.38,27,2.93
237.88,2.81,-138.94,-1.53,-0.66,1.27,-0.59,2.71,-4.50,-0.07,9.24,-11.80,0.51,6.53,-7.29,27,9.62
239.63,3.19,-137.44,-1.38,-0.77,1.27,-0.30,2.57,-4.51,0.24,9.19,-11.72,0.54,6.62,-7.21,27,12.08
240.25,3.25,-136.81,-1.21,-0.88,1.27,0.16,2.59,-5.10,0.73,9.29,-12.24,0.56,6.69,-7.13,27,7.2
241.19,3.38,-136.31,-1.01,-0.95,1.26,0.57,2.05,-5.66,1.01,8.61,-12.51,0.59,6.80,-7.03,27,10.77
242.13,3.44,-135.94,-0.76,-1.00,1.26,0.19,1.62,-5.36,0.80,8.46,-12.37,0.61,6.83,-7.00,27,10.89
243.06,3.56,-135.69,-0.20,-1.07,1.28,-0.13,1.92,-5.07,0.48,8.76,-12.07,0.62,6.83,-7.00,27,10.98
244.00,3.63,-135.63,-0.20,-1.07,1.28,-0.26,2.22,-4.70,0.36,9.04,-11.71,0.63,6.82,-7.01,27,10.78
245.88,3.75,-135.94,0.28,-1.06,1.27,-0.25,2.39,-4.91,0.38,9.19,-11.94,0.64,6.79,-7.03,27,11.46
246.75,3.81,-136.25,0.43,-1.05,1.21,0.01,2.75,-5.33,0.66,9.51,-12.40,0.66,6.71,-7.11,27,12.19
247.63,3.81,-136.63,0.53,-1.01,1.16,0.22,2.94,-5.48,0.73,9.67,-12.36,0.66,6.66,-7.16,27,11.02
248.44,3.88,-137.00,0.62,-0.96,1.09,0.06,3.01,-5.20,0.69,9.44,-12.34,0.66,6.61,-7.21,27,10.02
249.19,3.88,-137.44,0.70,-0.93,1.01,0.02,2.16,-5.51,0.68,8.71,-12.78,0.66,6.54,-7.27,27,9.81
249.88,3.88,-137.94,1.00,-0.85,0.94,0.07,1.94,-5.36,0.73,8.41,-12.70,0.66,6.47,-7.33,27,11.94
251.25,3.88,-139.25,1.19,-0.80,0.95,-0.01,2.67,-4.49,0.64,9.05,-11.91,0.66,6.27,-7.50,27,11.32
251.88,3.88,-140.13,1.41,-0.74,0.97,-0.15,2.70,-4.73,0.51,8.97,-12.24,0.67,6.14,-7.60,27,9.57
252.50,3.94,-141.00,1.59,-0.71,0.94,-0.32,3.21,-4.38,0.35,9.36,-11.99,0.67,6.02,-7.71,27,10.57
253.13,3.88,-142.00,1.67,-0.73,0.89,-0.65,3.37,-4.01,0.00,9.26,-11.82,0.66,5.88,-7.81,27,14.03
253.69,3.88,-142.94,1.67,-0.70,0.81,-0.19,3.26,-3.52,0.45,9.02,-11.44,0.65,5.75,-7.91,27,9.92
254.75,3.75,-144.88,1.69,-0.66,0.80,-0.06,3.20,-3.11,0.58,8.82,-11.12,0.65,5.62,-8.00,27,9.59
255.31,3.75,-145.94,1.76,-0.62,0.82,-0.22,3.56,-2.90,0.42,9.04,-11.01,0.64,5.47,-8.10,27,10.46
255.88,3.75,-147.00,1.87,-0.57,0.85,-0.21,4.05,-2.62,0.66,9.02,-10.61,0.64,5.16,-8.31,27,10.67
256.38,3.75,-148.13,2.02,-0.56,0.84,0.05,3.17,-1.35,0.68,8.15,-9.78,0.63,4.97,-8.42,27,11.68
256.88,3.69,-149.38,2.39,-0.59,0.81,0.00,3.43,-0.93,0.63,8.21,-9.47,0.62,4.77,-8.54,27,9.17
257.38,3.63,-150.75,2.66,-0.61,0.85,-0.15,3.72,0.38,0.45,8.27,-8.27,0.61,4.55,-8.66,27,10.6
258.44,3.50,-153.94,2.95,-0.64,0.90,-0.22,3.85,1.05,0.37,8.15,-7.73,0.59,4.29,-8.79,27,10.55
258.94,3.31,-155.75,3.20,-0.69,0.91,-0.33,3.72,1.49,0.23,7.74,-7.42,0.54,3.72,-9.05,27,11.79
259.44,3.13,-157.63,3.35,-0.74,0.87,-0.54,3.73,2.05,-0.15,7.34,-6.18,0.50,3.41,-9.17,27,11.6
259.94,2.94,-159.56,3.37,-0.73,0.79,-0.66,3.92,2.98,-0.23,6.80,-6.20,0.47,3.11,-9.28,27,9.72
260.38,2.69,-161.38,3.31,-0.67,0.72,-0.70,3.68,3.08,-0.32,6.12,-6.18,0.43,2.82,-9.38,27,11.06
260.75,2.50,-163.19,3.15,-0.60,0.60,-0.96,2.91,3.71,-0.57,5.44,-5.75,0.39,2.53,-9.46,27,12.49
261.38,2.00,-166.69,3.12,-0.62,0.54,-0.67,2.95,4.03,-0.32,5.20,-5.50,0.30,1.95,-9.60,27,9.48
261.63,1.75,-168.44,3.09,-0.62,0.48,-0.34,2.87,4.35,-0.04,4.83,-5.24,0.25,1.67,-9.65,27,11.12
262.00,1.44,-170.13,3.00,-0.59,0.35,-0.14,2.80,4.55,0.10,4.48,-5.10,0.20,1.39,-9.70,27,9.06
262.19,1.13,-171.75,3.00,-0.59,0.35,-0.57,2.23,5.18,-0.42,3.35,-4.56,0.15,1.12,-9.74,27,11.46
262.38,0.88,-173.38,2.69,-0.51,0.24,-0.72,2.16,5.37,-0.61,3.03,-4.39,0.10,0.86,-9.76,27,11.14
262.63,0.38,-176.31,2.54,-0.46,0.24,-0.49,1.59,5.37,-0.42,2.22,-4.41,0.06,0.62,-9.78,27,10.14
262.81,0.13,-177.63,2.43,-0.43,0.26,-0.46,1.21,5.34,-0.44,1.61,-4.45,0.02,0.39,-9.79,27,9.72
263.00,0.00,-178.94,2.31,-0.38,0.27,-0.46,1.02,5.46,-0.65,1.06,-4.44,-0.04,-0.02,-9.80,27,11.54
263.13,-0.19,179.81,2.17,-0.33,0.29,-0.61,1.09,5.36,-0.86,0.19,-4.56,-0.06,-0.21,-9.80,27,10.0
263.31,-0.38,178.69,1.83,-0.20,0.37,-0.87,0.52,5.17,-0.96,0.13,-4.62,-0.08,-0.39,-9.79,27,19.15
263.56,-0.50,177.69,1.66,-0.12,0.41,-0.85,0.52,4.86,-0.95,-0.02,-4.92,-0.09,-0.54,-9.79,27,6.41
264.31,-0.63,175.94,1.51,-0.05,0.43,-0.82,0.24,4.31,-0.92,-0.44,-5.46,-0.10,-0.69,-9.78,27,6.89
264.56,-0.63,175.19,1.37,-0.00,0.43,-0.79,0.12,4.03,-0.90,-0.69,-5.73,-0.11,-0.93,-9.76,27,11.31
264.81,-0.63,174.44,1.26,0.02,0.41,-0.98,-0.13,3.76,-1.46,-1.55,-6.08,-0.11,-1.04,-9.74,27,11.48
265.00,-0.63,173.81,1.17,0.01,0.40,-1.34,-0.50,3.66,-1.94,-2.79,-6.29,-0.12,-1.15,-9.73,27,10.39
265.31,-0.69,173.19,1.13,-0.03,0.38,-1.78,-1.77,3.68,-1.91,-3.03,-6.03,-0.13,-1.26,-9.72,27,10.89
265.69,-0.88,171.94,1.17,-0.15,0.34,-1.69,-2.04,3.69,-1.84,-3.41,-6.01,-0.15,-1.37,-9.70,27,10.62
265.88,-1.00,171.31,1.16,-0.16,0.32,-0.98,-2.27,3.56,-1.16,-4.11,-6.31,-0.19,-1.58,-9.67,27,11.46
266.06,-1.06,170.69,1.10,-0.14,0.30,-0.97,-2.53,3.35,-1.16,-4.11,-6.31,-0.20,-1.67,-9.66,27,10.04
266.31,-1.19,170.13,1.00,-0.11,0.29,-0.91,-2.65,3.13,-1.33,-4.60,-6.62,-0.21,-1.75,-9.64,27,10.74
266.44,-1.25,169.63,0.75,-0.00,0.23,-1.35,-3.97,2.97,-1.57,-5.80,-6.65,-0.21,-1.82,-9.63,27,10.84
266.75,-1.25,168.88,0.61,0.06,0.23,-1.34,-4.31,2.93,-1.55,-6.19,-6.69,-0.21,-1.88,-9.62,27,12.07
266.88,-1.19,168.63,0.46,0.12,0.25,-1.43,-4.50,2.76,-1.64,-6.43,-6.84,-0.21,-1.92,-9.61,27,10.81
267.06,-1.13,168.44,0.32,0.16,0.30,-1.51,-4.52,2.15,-1.71,-6.47,-7.45,-0.19,-1.97,-9.60,27,10.69
267.25,-1.06,168.38,0.21,0.19,0.37,-1.51,-4.68,1.25,-1.69,-6.67,-8.34,-0.17,-1.98,-9.60,27,16.65
267.50,-1.00,168.25,0.19,0.20,0.48,-1.31,-4.15,0.38,-1.48,-6.15,-9.20,-0.17,-2.00,-9.59,27,7.56
268.06,-0.94,168.06,0.22,0.18,0.47,-1.07,-3.68,0.07,-1.24,-5.71,-9.52,-0.16,-2.02,-9.59,27,11.78
268.44,-0.88,167.94,0.21,0.15,0.41,-0.93,-3.27,0.00,-1.09,-5.32,-9.58,-0.15,-2.04,-9.58,27,9.43
268.63,-0.88,167.88,0.14,0.11,0.32,-0.88,-3.08,-0.21,-0.89,-5.22,-9.93,-0.15,-2.06,-9.58,27,11.5
268.75,-0.88,167.81,0.03,0.06,0.22,-0.76,-3.09,-0.63,-0.91,-5.15,-10.22,-0.15,-2.05,-9.58,27,13.19
268.81,-0.88,167.88,-0.13,0.01,0.04,-0.77,-3.30,-0.95,-0.92,-5.34,-10.54,-0.15,-2.04,-9.59,27,9.16
268.88,-0.88,168.00,-0.15,-0.00,-0.03,-1.15,-3.84,-1.73,-1.30,-5.86,-11.32,-0.15,-2.02,-9.59,27,11.47
268.81,-0.81,168.06,-0.11,0.01,-0.10,-1.25,-3.99,-1.94,-1.40,-6.01,-11.53,-0.14,-2.01,-9.59,27,10.33
268.75,-0.81,168.13,-0.02,0.04,-0.18,-1.08,-4.39,-2.11,-1.10,-6.73,-11.89,-0.12,-2.02,-9.59,27,12.21
268.56,-0.75,168.06,0.13,0.10,-0.35,-0.69,-5.11,-2.91,-0.80,-7.15,-12.50,-0.11,-2.03,-9.59,27,10.85
268.38,-0.63,168.00,0.11,0.11,-0.39,-0.73,-5.86,-3.00,-0.83,-7.91,-12.59,-0.09,-2.04,-9.58,27,10.81
268.00,-0.44,167.88,0.06,0.12,-0.39,-0.64,-6.31,-2.93,-0.71,-8.37,-12.52,-0.07,-2.05,-9.58,27,11.28
267.81,-0.31,167.88,0.02,0.11,-0.38,-0.41,-6.93,-3.04,-0.43,-9.72,-12.63,-0.04,-2.06,-9.58,27,12.11
267.63,-0.25,167.81,0.04,0.08,-0.36,-0.74,-8.86,-3.68,-0.78,-10.93,-13.27,-0.03,-2.07,-9.58,27,11.6
267.38,-0.19,167.75,0.12,0.03,-0.35,-0.90,-10.02,-3.76,-0.93,-12.11,-13.34,-0.03,-2.09,-9.58,27,11.62
267.06,-0.19,167.38,0.43,-0.13,-0.28,-0.36,-13.77,-4.63,-0.40,-15.90,-14.20,-0.03,-2.13,-9.57,27,10.77
266.94,-0.31,167.06,0.57,-0.21,-0.18,0.43,-16.50,-5.48,0.86,-21.77,-15.97,-0.08,-2.24,-9.54,27,17.63
266.94,-0.44,166.75,0.62,-0.32,0.03,0.26,-25.21,-7.57,0.13,-27.51,-17.11,-0.13,-2.29,-9.53,27,6.15
267.13,-0.75,166.44,0.55,-0.43,0.33,0.26,-25.21,-7.57,-1.88,-28.93,-17.52,-0.18,-2.32,-9.52,27,10.54
267.50,-1.06,166.25,0.20,-0.41,0.94,-4.20,-25.40,-7.82,-4.44,-27.74,-17.34,-0.24,-2.34,-9.51,27,10.91
268.50,-1.75,166.06,0.09,-0.38,0.94,-6.17,-26.33,-8.06,-6.47,-28.68,-17.57,-0.36,-2.35,-9.51,27,12.4
268.94,-2.06,166.06,0.07,-0.43,0.79,-5.10,-25.76,-3.20,-3.91,-26.32,-8.76,-0.41,-2.36,-9.50,27,11.27
269.25,-2.38,166.00,0.11,-0.43,0.63,-3.50,-23.96,0.73,-2.96,-23.27,-4.74,-0.45,-2.37,-9.50,27,10.37
269.56,-2.63,165.94,0.11,-0.30,0.52,-3.16,-12.30,11.19,-3.64,-14.67,1.69,-0.47,-2.37,-9.50,27,11.53
269.88,-2.88,166.06,-0.13,-0.17,0.23,-2.32,-5.91,10.42,-2.82,-8.27,0.91,-0.50,-2.35,-9.50,27,10.69
270.00,-3.00,166.31,-0.47,-0.14,0.22,-0.10,-0.16,10.64,-0.62,-2.47,1.13,-0.51,-2.25,-9.53,27,10.98
270.19,-3.00,166.69,-0.67,0.08,0.32,1.30,1.64,9.86,0.78,-0.60,0.33,-0.51,-2.18,-9.54,27,11.07
270.44,-3.00,167.06,-0.66,0.12,0.32,0.84,3.11,9.06,0.08,-0.12,0.00,-0.50,-2.12,-9.55,27,10.06
270.63,-2.94,167.44,-0.63,0.14,0.33,0.54,2.92,8.85,0.04,0.85,-0.71,-0.50,-2.06,-9.57,27,11.98
271.00,-2.88,168.13,-0.62,0.14,0.33,0.47,2.62,8.94,-0.02,0.62,-0.64,-0.49,-2.00,-9.58,27,11.87
271.19,-2.81,168.50,-0.62,0.14,0.34,0.63,2.16,9.35,0.14,0.21,-0.24,-0.48,-1.94,-9.59,27,10.64
271.38,-2.81,168.81,-0.61,0.14,0.34,0.55,2.32,9.12,0.07,0.43,-0.48,-0.48,-1.88,-9.61,27,11.07
271.56,-2.75,169.19,-0.60,0.14,0.34,0.55,2.19,9.19,0.05,0.39,-0.46,-0.46,-1.77,-9.63,27,9.75
271.75,-2.69,169.50,-0.59,0.14,0.34,0.54,2.04,9.24,0.08,0.32,-0.39,-0.46,-1.72,-9.64,27,11.89
271.94,-2.69,169.88,-0.57,0.14,0.34,0.50,2.03,9.17,0.04,0.37,-0.47,-0.45,-1.66,-9.65,27,9.3
272.13,-2.63,170.19,-0.57,0.13,0.34,0.49,1.98,9.24,0.04,0.37,-0.41,-0.44,-1.61,-9.66,27,11.19
272.50,-2.56,170.81,-0.56,0.14,0.34,0.51,1.87,9.26,0.07,0.32,-0.40,-0.44,-1.55,-9.67,27,11.09
272.75,-2.50,171.13,-0.56,0.14,0.34,0.51,1.86,9.22,0.04,0.35,-0.45,-0.42,-1.44,-9.68,27,12.04
272.88,-2.44,171.44,-0.56,0.14,0.34,0.46,1.79,9.23,0.06,0.37,-0.44,-0.41,-1.39,-9.69,27,10.01
273.06,-2.38,171.75,-0.55,0.14,0.33,0.43,1.72,9.22,0.02,0.37,-0.48,-0.40,-1.34,-9.70,27,9.99
273.25,-2.38,172.06,-0.55,0.14,0.33,0.46,1.67,9.25,0.06,0.38,-0.46,-0.39,-1.28,-9.71,27,11.07
273.44,-2.31,172.44,-0.55,0.14,0.32,0.42,1.66,9.23,0.03,0.43,-0.48,-0.39,-1.23,-9.72,27,11.09
273.75,-2.19,173.06,-0.56,0.14,0.31,0.44,1.60,9.22,0.06,0.42,-0.50,-0.37,-1.12,-9.73,27,10.72
273.94,-2.13,173.38,-0.56,0.15,0.30,0.41,1.59,9.25,0.04,0.46,-0.48,-0.35,-1.07,-9.74,27,9.51
274.13,-2.06,173.69,-0.56,0.15,0.30,0.40,1.52,9.25,0.06,0.47,-0.48,-0.34,-1.01,-9.74,27,10.62
274.25,-2.00,174.00,-0.57,0.15,0.29,0.41,1.49,9.20,0.07,0.52,-0.54,-0.33,-0.96,-9.75,27,11.19
274.44,-1.94,174.31,-0.58,0.15,0.28,0.38,1.41,9.22,0.05,0.50,-0.53,-0.32,-0.90,-9.75,27,11.75
274.75,-1.81,175.00,-0.58,0.15,0.28,0.38,1.41,9.18,0.07,0.56,-0.57,-0.31,-0.85,-9.76,27,11.3
274.88,-1.75,175.31,-0.59,0.15,0.27,0.41,1.34,9.17,0.10,0.54,-0.59,-0.30,-0.79,-9.76,27,8.79
275.00,-1.69,175.63,-0.59,0.15,0.27,0.30,1.34,9.19,0.15,0.56,-0.55,-0.27,-0.68,-9.77,27,9.91
275.19,-1.56,176.00,-0.60,0.15,0.26,0.40,1.21,9.24,0.13,0.58,-0.53,-0.26,-0.62,-9.78,27,10.99
275.31,-1.50,176.31,-0.60,0.16,0.25,0.33,1.19,9.23,0.09,0.63,-0.55,-0.24,-0.56,-9.78,27,11.27
275.44,-1.44,176.63,-0.61,0.17,0.25,0.32,1.13,9.21,0.09,0.62,-0.57,-0.23,-0.50,-9.79,27,9.62
275.38,-1.31,177.00,-0.61,0.17,0.25,0.29,1.13,9.20,0.07,0.68,-0.58,-0.21,-0.45,-9.79,27,11.36
275.63,-1.19,177.69,-0.61,0.17,0.25,0.29,1.08,9.17,0.09,0.69,-0.62,-0.18,-0.33,-9.79,27,11.14
275.75,-1.06,178.00,-0.62,0.17,0.24,0.28,1.01,9.17,0.10,0.72,-0.63,-0.17,-0.27,-9.80,27,15.83
275.88,-1.00,178.38,-0.62,0.18,0.24,0.28,0.99,9.16,0.09,0.73,-0.63,-0.15,-0.21,-9.80,27,6.28
276.00,-0.88,178.75,-0.63,0.18,0.23,0.25,0.94,9.16,0.08,0.77,-0.61,-0.13,-0.15,-9.80,27,10.98
276.13,-0.81,179.06,-0.63,0.19,0.22,0.22,0.86,9.15,0.10,0.77,-0.64,-0.12,-0.09,-9.80,27,10.99
276.38,-0.56,179.75,-0.63,0.19,0.22,0.19,0.85,9.16,0.09,0.81,-0.64,-0.08,0.02,-9.80,27,11.47
276.50,-0.44,-179.81,-0.64,0.20,0.22,0.17,0.80,9.16,0.09,0.82,-0.64,-0.08,0.02,-9.80,27,9.26
276.56,-0.38,-179.44,-0.64,0.20,0.21,0.15,0.76,9.16,0.08,0.85,-0.63,-0.04,0.14,-9.80,27,10.81
276.69,-0.25,-179.13,-0.64,0.20,0.21,0.15,0.71,9.07,0.13,0.92,-0.72,-0.02,0.21,-9.80,27,11.7
276.81,-0.13,-178.75,-0.64,0.22,0.20,0.14,0.66,9.03,0.14,0.93,-0.77,0.00,0.27,-9.80,27,11.47
277.00,0.06,-178.00,-0.64,0.22,0.19,0.14,0.61,9.08,0.16,0.94,-0.71,0.01,0.33,-9.80,27,11.4
277.13,0.19,-177.69,-0.65,0.23,0.19,0.25,0.57,8.97,0.29,0.97,-0.82,0.04,0.39,-9.79,27,9.34
277.19,0.31,-177.31,-0.65,0.24,0.19,0.62,0.43,9.04,0.68,0.89,-0.75,0.07,0.51,-9.79,27,10.06
277.25,0.38,-176.94,-0.63,0.09,0.04,31.89,29.50,-10.51,3.26,8.00,-17.73,-0.16,0.48,-9.79,27,12.21
275.38,-0.94,-177.13,0.28,-2.34,-3.38,-20.93,36.69,-17.43,-21.62,37.06,-27.21,-0.69,0.37,-9.77,27,10.8
272.00,-4.00,-177.75,1.22,-2.71,0.09,2.02,17.93,-29.33,1.07,18.19,-39.08,-0.94,0.25,-9.75,27,11.92
272.56,-5.00,-179.13,1.31,0.89,0.83,-1.24,0.21,-26.71,-2.10,0.35,-36.48,-0.86,0.14,-9.76,27,11.26
272.75,-4.31,-179.31,0.36,1.23,0.31,-1.39,-19.69,2.15,-4.31,-23.22,-4.82,-0.65,0.12,-9.78,27,10.78
272.88,-3.81,-179.25,-0.09,1.00,0.34,-3.66,-23.34,4.95,-0.80,-10.86,-26.20,-0.58,0.06,-9.78,27,11.96
273.25,-3.38,-179.56,0.63,0.69,0.61,-4.46,-8.34,-19.32,-5.02,-8.48,-29.11,-0.55,-0.14,-9.78,27,10.24
273.69,-3.25,179.13,4.24,-0.16,0.57,-3.42,-3.17,-17.72,-3.99,-3.71,-27.49,-0.57,-0.54,-9.77,27,11.7
274.44,-3.63,173.31,6.36,-0.45,0.50,-2.17,-0.05,-16.02,-2.79,-1.19,-25.74,-0.65,-1.85,-9.60,27,12.37
274.88,-3.75,169.06,7.71,-0.23,0.60,-0.96,6.26,-18.20,1.08,10.44,-31.71,-0.64,-2.58,-9.43,27,11.36
275.44,-3.75,164.63,7.99,0.27,0.72,1.72,13.03,-22.28,2.05,11.16,-32.38,-0.59,-3.23,-9.23,27,10.71
276.13,-3.44,160.69,7.25,0.81,0.82,2.18,16.55,-24.42,1.68,12.80,-33.47,-0.49,-3.74,-9.05,27,11.23
276.88,-2.88,157.50,3.98,2.10,1.20,-1.83,1.64,-10.83,-2.19,-2.43,-19.74,-0.36,-4.08,-8.90,27,12.02
278.81,-1.19,154.13,2.23,2.42,1.18,0.84,17.83,-26.04,0.64,13.56,-34.87,-0.03,-4.35,-8.78,27,10.87
280.00,-0.13,153.56,1.02,2.77,1.50,-0.09,9.15,-20.61,-0.12,4.79,-29.40,0.15,-4.38,-8.77,27,10.41
281.31,0.88,153.44,0.26,2.96,1.65,-2.84,10.51,-20.03,-2.09,1.60,-24.59,0.32,-4.36,-8.77,27,10.93
282.69,1.88,153.50,-0.25,2.97,1.76,-2.20,5.59,-14.33,-1.70,1.26,-23.11,0.49,-4.32,-8.78,27,11.18
285.50,3.81,154.13,-0.79,2.78,1.93,-2.54,3.49,-11.70,-1.89,-0.77,-20.51,0.65,-4.26,-8.80,27,13.42
286.94,4.63,154.50,-0.96,2.61,1.94,-2.82,2.00,-8.44,-2.02,-2.19,-17.26,0.79,-4.19,-8.82,27,13.2
288.38,5.38,155.00,-1.08,2.43,1.97,-3.23,1.17,-6.70,-2.31,-2.94,-15.55,1.04,-4.03,-8.87,27,7.21
289.75,6.06,155.50,-1.20,2.24,1.98,-3.75,0.97,-3.90,-2.61,-2.96,-12.81,1.13,-3.93,-8.90,27,11.24
291.13,6.63,156.13,-1.57,1.63,2.03,-2.57,-1.98,-2.11,-1.37,-5.80,-11.06,1.19,-3.82,-8.94,27,11.89
293.81,7.25,157.69,-1.87,1.40,1.93,-1.89,-2.88,0.46,-0.64,-6.57,-8.53,1.24,-3.68,-9.00,27,10.21
295.00,7.63,158.81,-2.30,1.30,1.69,-1.96,-3.75,1.35,-0.66,-7.26,-7.71,1.30,-3.50,-9.06,27,10.78
296.00,7.94,160.13,-2.66,1.23,1.41,-2.06,-3.64,2.24,-0.35,-6.70,-5.93,1.42,-3.05,-9.20,27,10.54
296.81,8.31,161.56,-2.78,1.09,1.16,-1.66,-4.25,4.58,-0.18,-7.08,-4.68,1.48,-2.82,-9.27,27,12.3
297.56,8.69,163.00,-2.56,1.00,0.85,-1.02,-2.39,6.23,0.53,-5.00,-3.09,1.55,-2.61,-9.32,27,9.76
298.25,9.06,164.31,-2.32,1.15,1.01,-1.48,-3.00,5.19,0.14,-5.41,-4.17,1.63,-2.41,-9.36,27,10.55
299.81,10.13,166.56,-2.14,1.41,1.19,-2.25,-4.38,4.44,-0.51,-6.62,-4.94,1.73,-2.24,-9.38,27,11.09
300.69,10.88,167.56,-2.11,1.61,1.19,-2.61,-4.31,2.25,-0.66,-5.55,-7.43,1.98,-1.89,-9.41,27,11.09
301.50,11.63,168.63,-2.18,1.58,0.98,-2.64,-3.66,1.98,-0.54,-5.00,-6.37,2.08,-1.70,-9.43,27,11.66
302.06,12.25,169.75,-2.24,1.27,0.73,-2.62,-3.30,3.05,-0.09,-4.46,-6.53,2.14,-1.51,-9.44,27,11.88
302.56,12.63,170.88,-2.18,0.83,0.62,-1.74,-4.10,2.75,0.43,-5.44,-6.71,2.17,-1.34,-9.46,27,9.48
303.56,12.69,172.75,-1.72,-0.04,0.69,-4.70,-8.80,-2.34,-2.54,-10.01,-11.83,2.16,-1.20,-9.48,27,12.28
304.00,12.44,173.50,-1.45,-0.47,0.68,0.27,-4.93,-6.40,3.44,-0.85,-13.21,2.03,-1.01,-9.54,27,11.54
304.38,11.94,173.88,-0.88,-0.83,0.54,1.41,0.15,-3.67,3.44,-0.85,-13.21,1.95,-0.99,-9.55,27,9.6
304.50,11.44,174.06,-0.28,-0.79,0.29,1.00,2.31,-4.35,4.28,2.76,-13.88,1.90,-1.01,-9.56,27,10.66
304.75,11.19,173.88,0.47,-0.19,0.61,2.37,5.17,-4.75,4.25,4.10,-14.31,1.88,-1.07,-9.56,27,11.26
305.63,11.19,173.44,0.03,0.37,1.04,0.41,8.20,-5.30,2.32,7.10,-14.85,1.90,-1.09,-9.55,27,11.83
306.31,11.38,173.56,-0.53,0.55,1.23,-0.05,9.37,-6.22,1.88,8.30,-15.77,1.94,-1.06,-9.55,27,9.79
307.25,11.63,174.06,-1.18,0.62,1.45,-0.98,9.55,-7.38,1.00,8.56,-16.93,1.98,-0.98,-9.55,27,11.08
308.25,11.88,174.88,-1.84,0.61,1.65,-1.31,9.26,-8.21,0.86,8.34,-19.83,2.06,-0.65,-9.56,27,12.04
309.38,12.13,176.06,-3.23,0.46,1.78,-1.17,8.45,-10.81,0.92,8.06,-20.38,2.10,-0.38,-9.57,27,11.46
311.81,12.50,179.63,-3.95,0.33,1.75,-1.42,7.85,-11.22,0.70,7.80,-20.79,2.12,-0.05,-9.57,27,10.66
313.00,12.63,-177.94,-4.62,0.18,1.67,-1.70,6.61,-11.66,0.43,6.94,-21.22,2.14,0.33,-9.56,27,11.8
314.19,12.69,-175.25,-5.22,-0.01,1.56,-2.00,5.41,-11.55,0.06,5.55,-20.36,2.14,1.28,-9.48,27,12.72
315.31,12.63,-172.25,-5.73,-0.21,1.42,-1.96,3.41,-10.70,0.16,5.23,-20.09,2.13,1.82,-9.39,27,10.36
316.44,12.50,-169.00,-6.56,-0.64,1.10,-1.53,1.81,-9.98,0.55,4.20,-19.26,2.09,2.39,-9.27,27,12.67
317.50,12.31,-165.50,-6.88,-0.85,0.91,-1.10,0.63,-9.60,0.93,3.62,-18.71,2.04,2.98,-9.11,27,8.73
319.44,11.63,-158.00,-7.15,-1.04,0.74,-0.43,-0.38,-9.33,1.54,3.21,-18.24,1.97,3.59,-8.90,27,10.37
320.31,11.13,-154.00,-7.36,-1.19,0.57,0.95,-1.41,-8.47,3.08,2.22,-16.75,1.80,4.81,-8.34,27,11.66
321.13,10.56,-150.00,-7.47,-1.32,0.43,1.39,-3.24,-8.18,3.10,2.15,-16.18,1.70,5.40,-8.00,27,10.77
321.94,10.00,-145.94,-7.45,-1.45,0.31,1.40,-3.54,-7.73,3.00,2.40,-15.36,1.60,5.95,-7.62,27,12.23
322.69,9.38,-142.00,-7.16,-1.67,0.12,0.90,-3.97,-6.74,2.39,2.49,-13.96,1.48,6.46,-7.22,27,8.64
121.88,8.00,-134.31,-7.00,-1.75,0.01,0.79,-4.13,-6.55,2.16,2.80,-13.34,1.36,6.94,-6.79,27,11.19
125.69,7.31,-130.63,-6.90,-1.80,-0.09,0.89,-3.92,-6.64,2.14,3.45,-12.98,1.12,7.78,-5.85,27,11.63
129.13,6.56,-126.94,-6.79,-1.87,-0.20,1.46,-3.43,-6.52,2.58,4.34,-12.38,0.99,8.14,-5.36,27,10.47
132.31,5.75,-123.31,-6.69,-1.99,-0.29,1.81,-4.09,-6.35,3.40,4.34,-11.36,0.86,8.47,-4.85,27,10.53
135.31,5.00,-119.75,-6.49,-2.20,-0.34,2.94,-4.29,-6.21,3.68,4.47,-10.54,0.73,8.76,-4.32,27,12.15
140.56,3.56,-112.75,-6.38,-2.24,-0.32,3.60,-3.68,-5.03,4.22,5.33,-8.83,0.61,9.02,-3.79,27,11.34
142.81,3.00,-109.31,-6.32,-2.17,-0.34,3.11,-3.51,-4.94,3.62,5.72,-8.18,0.51,9.23,-3.24,27,10.5
144.81,2.44,-105.88,-6.27,-2.01,-0.40,2.82,-3.35,-5.10,3.25,6.06,-7.79,0.42,9.42,-2.68,27,11.27
146.50,1.94,-102.50,-6.20,-1.80,-0.42,1.97,-3.32,-5.29,2.24,6.35,-6.86,0.27,9.67,-1.56,27,11.16
147.94,1.56,-99.19,-5.89,-1.49,-0.37,2.32,-3.24,-5.36,2.54,6.50,-6.37,0.22,9.75,-1.01,27,11.44
150.31,1.00,-92.81,-5.65,-1.46,-0.34,2.57,-3.02,-5.63,2.75,6.76,-6.12,0.17,9.79,-0.48,27,9.68
