orix,oriy,oriz,gyrox,gyroy,gyroz,linerx,linery,linerz,accx,accy,accz,gravx,gravy,gravz,temps,ms
104.25,2.75,-20.00,10.87,-8.65,2.19,0.03,-2.60,-8.72,0.52,0.79,0.42,1.30,4.27,8.72,28,12.44
103.75,7.63,-26.06,10.83,-8.66,2.17,-1.55,-4.27,-7.76,0.55,0.84,0.33,2.11,5.11,8.09,28,9.63
103.25,12.44,-32.31,10.80,-8.67,2.17,-2.29,-4.96,-7.07,0.57,0.90,0.23,2.87,5.86,7.31,28,10.08
102.69,17.00,-38.75,10.71,-8.69,2.14,-2.98,-5.58,-6.21,0.59,0.93,0.17,3.57,6.51,6.39,28,11.28
101.63,25.44,-52.63,10.68,-8.71,2.13,-3.60,-6.10,-5.36,0.60,0.93,0.00,4.21,7.04,5.36,28,12.17
101.00,29.06,-60.31,10.66,-8.73,2.12,-4.10,-6.51,-4.41,0.68,0.88,-0.26,5.23,7.71,3.03,28,10.49
100.38,32.19,-68.50,10.64,-8.76,2.10,-4.54,-6.83,-3.29,0.67,0.87,-0.36,5.59,7.85,1.78,28,9.17
99.75,34.75,-77.19,10.60,-8.78,2.09,-4.91,-6.98,-2.14,0.67,0.84,-0.46,5.84,7.85,0.48,28,10.3
99.00,36.56,-86.38,10.54,-8.82,2.07,-5.31,-6.97,0.08,0.67,0.74,-0.72,5.99,7.72,-0.81,28,11.98
97.31,37.81,-105.69,10.51,-8.83,2.06,-5.33,-6.76,1.34,0.68,0.69,-0.74,6.01,7.45,-2.09,28,11.67
96.31,37.19,-115.31,10.49,-8.85,2.05,-5.27,-6.40,2.56,0.65,0.65,-0.78,5.92,7.05,-3.34,28,9.28
95.13,35.69,-124.69,10.47,-8.87,2.04,-5.13,-5.97,3.80,0.59,0.57,-0.72,5.72,6.54,-4.53,28,12.83
93.63,33.44,-133.63,10.46,-8.89,2.03,-4.44,-4.75,5.95,0.54,0.43,-0.70,4.99,5.19,-6.65,28,8.36
91.75,30.56,-142.00,10.42,-8.90,2.02,-3.92,-4.01,6.89,0.54,0.37,-0.64,4.47,4.38,-7.54,28,11.93
1.19,23.19,-157.06,10.40,-8.93,2.01,-3.44,-3.24,7.69,0.42,0.26,-0.61,3.86,3.50,-8.30,28,8.43
2.06,18.88,-163.88,10.38,-8.94,2.00,-2.89,-2.42,8.30,0.28,0.15,-0.61,3.17,2.57,-8.91,28,10.01
2.88,14.31,-170.25,10.36,-8.95,2.00,-2.29,-1.59,8.70,-0.01,-0.22,-0.83,1.62,0.61,-9.65,28,14.01
3.63,9.50,-176.31,10.34,-8.96,1.98,-1.63,-0.83,8.82,-3.75,-10.27,-27.45,0.78,-0.37,-9.76,28,8.25
4.38,4.56,177.75,11.45,-7.38,0.97,28.11,-36.58,-29.42,28.18,-38.04,-39.11,0.07,-1.46,-9.69,28,12.02
4.56,0.44,171.38,12.09,-1.40,-0.32,-29.00,7.63,-29.46,-29.05,5.05,-38.92,-0.04,-2.58,-9.46,28,10.71
4.69,-0.19,159.94,8.56,0.31,0.61,-1.29,-0.87,12.82,-1.32,-4.22,3.60,-0.03,-3.35,-9.21,28,9.66
5.13,-0.63,156.50,6.24,-0.51,0.83,-2.46,5.15,-5.87,1.30,-3.04,-2.47,-0.16,-4.41,-8.75,28,11.3
5.75,-0.94,153.19,5.95,-0.11,1.11,-0.57,-8.26,-17.02,-0.77,-13.10,-25.55,-0.20,-4.83,-8.52,28,11.83
6.25,-1.19,150.44,5.05,-0.05,0.87,-4.02,-10.19,-19.15,-4.20,-15.36,-27.48,-0.17,-5.16,-8.33,28,12.74
7.06,-0.50,146.25,3.42,1.27,0.26,-1.84,-8.28,-8.41,-1.93,-13.72,-16.57,-0.09,-5.44,-8.15,28,9.39
7.25,0.13,144.44,3.28,1.38,-0.14,-2.97,-9.33,-9.22,-0.32,-16.11,-15.00,0.16,-5.94,-7.79,28,13.65
7.19,0.94,142.63,3.32,1.50,-0.52,-0.63,-12.95,-6.70,-0.29,-19.14,-14.31,0.34,-6.18,-7.60,28,14.89
6.94,2.00,140.81,3.23,1.59,-1.02,0.01,-18.02,-6.06,0.59,-24.42,-13.48,0.58,-6.39,-7.41,28,3.96
6.25,3.38,139.19,2.40,1.85,-2.80,-2.08,-21.45,-3.11,-1.19,-27.99,-10.36,0.88,-6.54,-7.24,28,21.67
3.25,7.38,137.19,1.49,1.88,-3.84,-2.86,-15.77,-0.58,-1.60,-22.38,-7.72,1.26,-6.60,-7.13,28,1.99
1.06,9.88,137.13,0.40,1.88,-4.66,-2.11,-9.99,0.17,0.00,-13.60,-7.90,2.13,-6.43,-7.08,28,11.23
358.63,12.56,137.69,-0.54,1.84,-5.13,-0.80,-8.07,-1.68,1.77,-14.31,-8.78,2.58,-6.24,-7.10,28,10.9
356.13,15.25,138.69,-1.11,1.61,-5.38,-0.51,-5.93,-1.39,2.49,-11.95,-8.52,3.01,-6.02,-7.13,28,12.15
351.00,20.44,140.88,-0.86,1.57,-5.37,-0.74,-4.45,-0.10,2.68,-10.25,-7.23,3.42,-5.79,-7.13,28,26.27
348.38,23.00,141.88,-0.58,1.60,-5.35,1.89,-1.13,2.05,13.43,0.37,-5.33,4.24,-5.32,-7.05,28,18.02
345.75,25.56,142.94,-0.39,1.77,-5.40,9.19,5.69,1.72,11.15,-8.45,-5.33,4.62,-5.09,-6.99,28,2.9
343.38,28.06,143.94,-0.31,1.91,-5.00,16.60,2.37,1.25,21.54,-2.51,-5.66,4.93,-4.88,-6.91,28,8.21
254.69,31.69,145.56,-0.17,0.99,-3.38,8.74,-8.34,-7.82,13.90,-13.05,-14.70,5.16,-4.71,-6.87,28,0.0
257.19,32.81,146.63,-0.48,0.39,-3.00,1.24,-8.37,-2.63,6.56,-12.90,-9.51,5.42,-4.31,-6.93,28,17.72
259.50,33.56,148.06,-0.91,-0.25,-2.95,1.81,-5.16,-6.00,5.53,-7.15,-12.71,5.49,-4.09,-7.01,28,6.8
334.94,34.00,149.75,-1.07,-0.79,-2.87,0.04,-3.06,-5.69,4.67,-6.86,-9.96,5.51,-3.85,-7.13,28,9.08
333.44,34.19,151.56,-1.31,-1.69,-2.71,-0.24,-2.11,-2.27,5.25,-5.73,-9.54,5.49,-3.62,-7.27,28,10.96
330.63,33.63,155.44,-1.42,-1.96,-2.48,-0.36,-2.04,-0.84,5.07,-5.43,-8.26,5.43,-3.38,-7.42,28,10.84
329.44,33.06,157.31,-1.50,-2.13,-2.18,-0.54,-4.03,1.63,4.80,-7.20,-5.94,5.35,-3.16,-7.58,28,10.33
328.50,32.31,159.00,-1.41,-2.11,-1.80,-0.26,-8.59,4.40,7.55,-14.79,-0.77,5.16,-2.83,-7.84,28,11.34
327.81,31.75,160.13,-1.01,-1.60,-1.20,-0.62,-2.00,-0.39,4.51,-4.77,-8.27,5.13,-2.77,-7.88,28,12.52
327.31,31.69,160.50,0.24,0.21,-0.35,-0.53,-1.48,-0.59,4.62,-4.26,-8.46,5.15,-2.77,-7.86,28,11.7
327.19,32.00,160.25,0.48,0.44,-0.20,0.19,-1.97,-2.37,5.39,-4.77,-10.20,5.19,-2.80,-7.82,28,9.15
327.19,32.19,160.06,0.26,0.37,0.06,0.99,-1.47,-3.42,6.22,-4.30,-11.22,5.22,-2.81,-7.80,28,11.24
327.38,32.19,160.13,-0.26,0.09,0.24,0.71,-3.16,0.23,5.91,-5.92,-7.60,5.19,-2.76,-7.84,28,10.32
327.63,31.94,160.50,-1.11,-0.69,0.13,0.58,-2.94,0.19,5.72,-5.63,-7.70,5.14,-2.68,-7.90,28,14.19
327.94,31.00,162.00,-1.30,-1.05,0.00,0.10,-1.66,-0.51,5.16,-4.25,-8.51,5.05,-2.58,-7.99,28,6.06
328.00,30.31,163.00,-1.50,-1.32,-0.05,-0.07,-1.09,-0.20,4.88,-3.56,-8.30,4.95,-2.47,-8.09,28,11.05
328.13,29.56,164.06,-1.71,-1.53,-0.06,-0.22,-0.83,-0.26,4.59,-3.68,-7.97,4.70,-2.18,-8.32,28,22.81
328.25,28.63,165.25,-1.89,-1.78,0.04,0.44,-1.61,-0.38,5.00,-3.64,-8.82,4.55,-2.03,-8.44,28,0.6
328.69,26.69,167.50,-1.86,-1.75,0.11,0.83,-1.05,-0.85,5.24,-2.94,-9.41,4.41,-1.88,-8.55,28,10.82
328.94,25.81,168.63,-1.86,-1.65,0.19,0.68,-0.70,-1.40,4.95,-2.44,-10.05,4.27,-1.73,-8.65,28,12.87
329.25,24.94,169.69,-1.93,-1.52,0.28,-0.27,-0.83,-2.33,3.58,-2.03,-11.06,4.01,-1.43,-8.83,28,10.55
329.63,24.13,170.75,-1.99,-1.40,0.33,-0.01,-0.24,-2.23,3.88,-1.52,-11.14,3.89,-1.27,-8.90,28,11.96
329.94,23.38,171.81,-1.93,-1.23,0.33,0.29,0.10,-1.56,4.08,-1.01,-10.54,3.78,-1.11,-8.97,28,13.4
330.69,22.00,173.81,-1.83,-1.22,0.37,1.48,1.03,-0.58,5.16,0.06,-9.62,3.67,-0.97,-9.03,28,17.24
331.06,21.25,174.69,-1.65,-1.27,0.44,1.52,0.80,-0.23,5.09,-0.03,-9.33,3.44,-0.72,-9.15,28,0.15
331.50,20.50,175.44,-1.51,-1.32,0.54,1.20,0.50,-0.02,4.05,-0.07,-9.20,3.31,-0.62,-9.20,28,13.22
332.00,19.75,176.06,-1.40,-1.34,0.66,0.52,0.42,-0.16,3.71,-0.10,-9.42,3.19,-0.53,-9.25,28,8.69
332.50,19.00,176.69,-1.33,-1.34,0.75,0.59,0.36,-0.35,3.66,-0.07,-9.65,3.07,-0.44,-9.30,28,9.08
333.06,18.25,177.25,-1.19,-1.32,0.92,0.69,0.55,-0.46,3.64,0.19,-9.81,2.94,-0.36,-9.34,28,11.61
334.31,16.75,178.19,-1.08,-1.27,1.00,0.94,1.32,-0.29,3.77,1.02,-9.67,2.72,-0.23,-9.41,28,15.3
334.94,16.06,178.56,-0.97,-1.14,1.05,1.12,0.24,0.41,3.53,-0.38,-9.20,2.63,-0.18,-9.44,28,7.42
335.63,15.56,178.88,-0.85,-0.97,1.14,0.89,-0.20,0.23,3.33,-0.58,-8.88,2.56,-0.14,-9.46,28,10.0
336.38,15.13,179.06,-0.76,-0.74,1.26,0.77,-0.43,0.57,3.11,-0.68,-8.58,2.51,-0.11,-9.47,28,10.73
337.19,14.81,179.25,-0.71,-0.25,1.56,0.48,-0.58,1.05,2.97,-0.67,-8.42,2.49,-0.08,-9.48,28,23.86
339.13,14.69,179.56,-0.71,-0.03,1.71,0.75,-0.19,1.71,3.24,0.18,-7.60,2.50,-0.04,-9.48,28,11.94
340.19,14.75,179.69,-0.69,0.17,1.82,0.74,0.21,1.76,3.28,0.18,-7.70,2.53,-0.02,-9.47,28,0.09
341.25,14.94,179.81,-0.62,0.50,1.88,0.69,0.05,1.49,3.27,0.03,-7.96,2.57,-0.01,-9.46,28,9.6
343.44,15.56,179.88,-0.58,0.61,1.86,0.93,-0.35,1.02,3.57,-0.36,-8.42,2.63,-0.01,-9.44,28,11.11
344.50,15.94,179.94,-0.55,0.71,1.82,0.89,-0.18,0.83,3.59,-0.19,-8.59,2.77,0.00,-9.40,28,23.81
345.50,16.38,179.94,-0.52,0.79,1.75,0.74,-0.04,0.62,3.71,0.38,-8.81,2.84,0.00,-9.38,28,9.94
346.44,16.88,179.94,-0.48,0.84,1.64,0.87,0.39,0.56,3.57,0.14,-8.74,2.92,0.00,-9.35,28,0.58
347.31,17.31,179.94,-0.48,0.88,1.34,0.04,-0.05,0.36,3.05,-0.05,-8.97,3.00,0.00,-9.33,28,12.96
348.81,18.25,-179.94,-0.49,0.83,1.17,-0.04,-0.04,0.78,3.03,-0.04,-8.52,3.08,0.00,-9.31,28,9.9
349.44,18.69,-179.88,-0.48,0.73,1.01,0.51,0.00,1.28,3.66,0.02,-8.00,3.14,0.01,-9.28,28,13.5
350.88,19.06,-179.75,-0.46,0.64,0.84,0.59,-0.03,1.39,3.80,0.00,-7.87,3.25,0.05,-9.25,28,7.65
351.31,19.38,-179.63,-0.44,0.56,0.67,0.95,0.01,1.89,4.25,0.08,-7.34,3.29,0.07,-9.23,28,12.02
351.63,19.63,-179.50,-0.39,0.41,0.42,0.07,-0.66,1.63,3.41,-0.57,-7.58,3.33,0.09,-9.22,28,12.41
352.13,20.06,-179.25,-0.40,0.35,0.39,0.09,-0.77,1.50,3.46,-0.65,-7.70,3.36,0.11,-9.20,28,8.94
353.06,20.19,-179.13,-0.38,0.25,0.37,-0.13,-0.77,1.37,3.25,-0.63,-7.82,3.39,0.13,-9.20,28,12.05
353.31,20.31,-179.00,-0.37,0.16,0.35,0.35,-0.65,1.29,3.73,-0.22,-7.69,3.41,0.18,-9.19,28,8.87
353.50,20.31,-178.81,-0.36,0.09,0.29,0.31,-0.40,1.49,3.59,0.00,-7.68,3.42,0.20,-9.18,28,11.11
353.63,20.38,-178.69,-0.35,0.06,0.17,-0.29,-0.33,1.40,3.13,-0.10,-7.77,3.42,0.23,-9.18,28,10.44
353.75,20.44,-178.50,-0.35,0.06,0.17,-0.50,-0.56,1.26,2.92,-0.30,-7.92,3.43,0.25,-9.18,28,10.52
354.88,20.44,-178.19,-0.32,0.00,0.17,-0.51,-0.68,0.73,2.91,-0.40,-8.44,3.43,0.28,-9.18,28,12.22
355.00,20.44,-178.13,-0.30,-0.08,0.20,-0.49,-0.83,0.28,3.34,-0.59,-8.29,3.41,0.31,-9.18,28,9.66
355.19,20.31,-178.00,-0.30,-0.18,0.25,-0.06,-0.91,0.89,3.72,-0.71,-7.91,3.38,0.33,-9.19,28,11.56
355.38,20.13,-177.88,-0.33,-0.31,0.29,0.34,-1.05,1.28,3.85,-0.36,-7.32,3.34,0.35,-9.21,28,9.94
356.25,19.94,-177.75,-0.35,-0.42,0.32,0.15,-0.54,1.94,3.46,-0.16,-7.27,3.30,0.38,-9.22,28,11.68
356.69,19.38,-177.44,-0.37,-0.50,0.27,0.00,-0.54,2.24,3.25,-0.14,-6.99,3.26,0.40,-9.23,28,10.68
356.88,19.13,-177.31,-0.40,-0.51,0.26,0.12,-0.48,1.94,3.34,-0.05,-7.30,3.16,0.46,-9.26,28,11.94
357.06,18.81,-177.06,-0.45,-0.57,0.26,0.18,-0.65,1.82,3.35,-0.19,-7.44,3.10,0.50,-9.28,28,19.37
358.13,18.44,-176.88,-0.51,-0.64,0.28,0.20,-0.72,1.13,3.30,-0.48,-8.47,3.04,0.54,-9.30,28,0.34
358.38,18.06,-176.63,-0.50,-0.82,0.30,0.30,-1.15,0.64,3.28,-0.57,-8.67,2.97,0.57,-9.32,28,12.21
358.75,17.06,-176.25,-0.42,-0.97,0.20,0.41,-1.34,0.55,3.30,-0.73,-8.79,2.88,0.61,-9.35,28,11.76
358.88,16.56,-176.00,-0.43,-0.99,0.10,0.34,-1.54,0.55,3.13,-0.90,-8.81,2.79,0.64,-9.37,28,14.16
359.63,16.00,-175.75,-0.47,-1.01,0.01,0.25,-1.80,0.57,2.95,-1.11,-8.82,2.61,0.74,-9.42,28,7.45
359.63,15.44,-175.50,-0.54,-1.02,-0.07,0.10,-2.17,0.34,2.62,-1.37,-9.09,2.51,0.80,-9.44,28,12.09
359.63,14.81,-175.13,-0.68,-1.03,-0.18,0.13,-2.40,0.12,2.55,-1.53,-9.33,2.42,0.86,-9.46,28,14.21
359.56,13.69,-174.31,-0.75,-1.02,-0.20,0.31,-2.46,-0.17,2.64,-1.52,-9.65,2.32,0.94,-9.48,28,8.84
0.25,13.13,-173.88,-0.80,-0.97,-0.20,0.52,-2.52,-0.55,2.75,-1.50,-10.04,2.23,1.01,-9.49,28,10.06
0.25,12.63,-173.38,-0.82,-0.89,-0.19,0.76,-2.73,-1.01,2.84,-1.56,-10.52,2.07,1.17,-9.51,28,13.27
0.25,12.19,-172.94,-0.83,-0.61,-0.15,0.87,-2.82,-1.39,2.89,-1.57,-10.91,2.01,1.25,-9.51,28,9.41
0.19,11.63,-172.00,-0.82,-0.42,-0.12,0.82,-2.85,-1.94,2.80,-1.51,-11.46,1.97,1.33,-9.51,28,14.89
0.81,11.50,-171.50,-0.84,-0.23,-0.08,0.80,-3.04,-2.24,2.76,-1.63,-11.74,1.95,1.41,-9.50,28,6.67
0.88,11.44,-171.06,-0.85,-0.04,0.00,0.56,-3.17,-2.33,2.45,-1.63,-11.88,1.96,1.56,-9.47,28,11.47
1.00,11.56,-170.56,-0.86,0.11,0.12,0.51,-3.10,-2.42,2.50,-1.46,-11.88,1.99,1.64,-9.46,28,23.28
1.38,11.88,-169.75,-0.79,0.34,0.33,0.65,-2.91,-2.38,2.68,-1.20,-11.82,2.02,1.70,-9.44,28,11.46
2.25,12.19,-169.38,-0.71,0.44,0.38,0.81,-2.82,-2.34,2.89,-1.05,-11.76,2.07,1.76,-9.42,28,10.42
2.44,12.50,-169.06,-0.59,0.56,0.35,1.10,-2.73,-2.37,3.24,-0.92,-11.77,2.20,1.84,-9.37,28,13.15
2.56,12.94,-168.81,-0.45,0.69,0.30,0.96,-3.26,-3.26,3.24,-1.39,-12.61,2.28,1.86,-9.35,28,8.82
2.69,13.44,-168.69,-0.17,0.95,0.25,0.51,-3.94,-4.52,2.89,-2.06,-13.85,2.37,1.87,-9.32,28,0.31
2.81,13.94,-168.63,-0.10,1.03,0.30,0.39,-4.21,-5.54,2.86,-2.33,-14.85,2.46,1.87,-9.30,28,10.67
3.56,15.19,-168.50,-0.08,1.05,0.35,0.42,-4.07,-6.23,2.99,-2.19,-15.50,2.57,1.87,-9.27,28,20.25
3.69,15.75,-168.50,-0.10,1.03,0.38,0.22,-3.96,-6.58,3.63,-2.04,-15.80,2.76,1.87,-9.22,28,11.43
3.88,16.31,-168.50,-0.08,0.95,0.32,0.87,-3.92,-6.58,4.13,-2.83,-16.14,2.84,1.86,-9.19,28,0.0
3.88,16.81,-168.50,0.05,0.88,0.17,1.24,-5.72,-8.00,4.16,-3.88,-17.18,2.91,1.83,-9.18,28,11.17
4.13,17.25,-168.63,0.30,0.84,-0.00,1.10,-8.19,-12.11,4.09,-6.40,-21.28,2.98,1.79,-9.16,28,10.77
3.75,18.13,-169.25,0.75,0.81,-0.21,0.86,-9.47,-14.50,3.92,-7.74,-23.66,3.05,1.73,-9.15,28,9.64
3.50,18.56,-169.63,0.78,0.80,-0.19,0.60,-10.37,-16.40,3.35,-9.06,-27.67,3.18,1.61,-9.13,28,11.02
3.38,18.94,-169.94,0.62,0.73,-0.11,0.17,-10.67,-18.54,3.35,-9.06,-27.67,3.23,1.58,-9.11,28,9.45
3.69,19.25,-170.13,0.39,0.62,-0.06,1.97,-10.59,-19.08,5.97,-8.48,-27.45,3.28,1.56,-9.10,28,11.0
3.56,19.56,-170.19,0.20,0.64,-0.26,3.24,-9.53,-17.85,6.59,-7.97,-26.94,3.34,1.55,-9.08,28,11.8
3.13,20.25,-170.25,0.21,0.76,-0.39,4.20,-8.55,-17.01,7.60,-7.00,-26.07,3.40,1.55,-9.06,28,11.47
2.81,20.75,-170.25,0.19,0.94,-0.46,4.06,-8.73,-16.88,7.54,-7.17,-25.91,3.47,1.55,-9.03,28,9.25
3.00,21.31,-170.13,0.04,1.13,-0.36,3.68,-8.36,-17.46,7.25,-6.80,-26.46,3.57,1.56,-8.99,28,10.8
2.94,22.00,-169.75,-0.49,1.30,-0.14,6.65,-1.63,-20.84,10.46,0.09,-29.71,3.81,1.73,-8.86,28,14.73
3.00,22.88,-168.88,-2.61,1.70,-0.09,7.63,0.57,-18.76,11.59,2.54,-27.52,3.95,1.96,-8.75,28,10.64
3.31,24.75,-165.13,-3.69,1.86,-0.36,8.26,2.43,-17.12,12.37,4.72,-25.73,4.10,2.28,-8.60,28,30.49
3.31,25.75,-162.00,-4.95,2.11,-0.78,9.84,8.63,-16.97,14.10,11.36,-25.38,4.26,2.72,-8.40,28,0.0
3.25,26.81,-157.81,-6.53,2.53,-1.28,9.68,9.65,-14.78,14.05,15.30,-18.66,4.58,4.00,-7.68,28,0.0
3.06,27.88,-152.44,-9.79,3.53,-2.62,9.09,12.84,-7.95,13.82,17.67,-15.06,4.72,4.82,-7.10,28,9.68
101.63,29.44,-137.81,-11.52,4.15,-3.42,4.70,10.64,-0.97,9.52,16.37,-7.30,4.82,5.73,-6.32,28,13.39
108.75,29.50,-128.56,-13.10,4.72,-4.21,-0.90,-2.07,-0.30,3.92,4.59,-5.62,4.83,6.66,-5.32,28,8.08
114.75,28.88,-118.81,-13.85,4.98,-4.66,-3.27,-6.68,1.39,0.27,-1.30,-1.07,4.54,8.20,-2.85,28,10.77
119.69,27.56,-109.13,-13.99,4.93,-4.81,-5.20,-10.53,0.55,-0.95,-1.83,-0.94,4.25,8.70,-1.50,28,11.23
123.88,25.63,-99.75,-13.95,4.86,-4.90,-4.55,-10.53,-1.00,-0.68,-1.51,-1.11,3.86,9.01,-0.11,28,10.11
127.44,23.19,-90.69,-13.93,4.81,-4.96,-4.16,-11.36,-1.94,-0.76,-2.26,-0.67,3.40,9.10,1.27,28,21.18
133.31,17.06,-73.63,-13.89,4.80,-4.97,-3.53,-11.20,-3.42,-0.65,-2.20,-0.78,2.29,8.67,3.94,28,1.21
135.81,13.50,-65.50,-13.87,4.78,-5.01,-3.15,-10.86,-4.74,-0.61,-2.12,-0.87,1.67,8.16,5.16,28,11.26
138.13,9.81,-57.63,-13.83,4.75,-5.04,-1.70,-9.43,-7.27,-0.67,-1.96,-1.00,1.03,7.46,6.27,28,9.99
140.31,6.00,-49.94,-13.81,4.73,-5.07,-1.12,-8.70,-8.14,-0.74,-2.10,-0.90,0.37,6.59,7.24,28,10.72
144.31,-1.56,-34.69,-13.79,4.69,-5.15,-0.39,-7.54,-9.06,-0.66,-1.96,-1.00,-0.27,5.58,8.05,28,11.99
146.19,-5.25,-27.00,-13.77,4.67,-5.18,0.25,-6.51,-9.79,-0.64,-2.08,-1.09,-1.49,3.18,9.15,28,10.91
148.06,-8.75,-19.19,-13.74,4.65,-5.20,0.97,-5.22,-10.44,-0.52,-1.98,-1.27,-2.04,1.86,9.40,28,12.6
149.94,-12.00,-11.19,-13.72,4.64,-5.23,1.51,-3.85,-10.68,-0.42,-2.00,-1.36,-2.52,0.49,9.46,28,22.97
151.75,-14.88,-3.00,-13.66,4.59,-5.28,2.55,-1.10,-10.73,-0.37,-1.98,-1.41,-2.93,-0.88,9.31,28,12.44
155.56,-19.38,14.06,-13.64,4.58,-5.31,2.87,0.30,-10.40,-0.37,-1.94,-1.43,-3.25,-2.25,8.97,28,8.58
157.56,-20.81,22.88,-13.61,4.56,-5.34,3.15,1.57,-9.86,-0.30,-1.96,-1.41,-3.62,-4.81,7.73,28,0.69
159.63,-21.69,31.88,-13.58,4.54,-5.37,3.31,2.85,-9.14,-0.24,-1.98,-1.40,-3.66,-5.96,6.86,28,10.4
161.81,-21.94,41.00,-13.57,4.52,-5.40,3.41,3.98,-8.26,-0.23,-1.98,-1.37,-3.60,-6.99,5.85,28,35.45
164.13,-21.50,50.00,-13.53,4.47,-5.45,3.26,5.88,-6.09,-0.17,-1.98,-1.36,-3.43,-7.87,4.73,28,1.01
169.31,-18.88,67.75,-13.51,4.45,-5.47,3.01,6.59,-4.85,-0.16,-1.98,-1.34,-2.83,-9.12,2.22,28,9.97
172.31,-16.75,76.25,-13.48,4.42,-5.50,2.66,7.15,-3.55,-0.16,-1.96,-1.32,-2.40,-9.46,0.90,28,9.99
175.63,-14.13,84.50,-13.48,4.41,-5.53,2.28,7.55,-2.21,-0.11,-1.87,-1.26,-1.89,-9.61,-0.42,28,1.53
179.44,-11.13,92.50,-13.44,4.37,-5.59,1.21,7.77,0.48,-0.12,-1.78,-1.25,-1.33,-9.55,-1.74,28,23.17
188.94,-4.19,107.94,-13.42,4.35,-5.62,0.59,7.53,1.73,-0.12,-1.77,-1.28,-0.07,-8.85,-4.20,28,0.47
195.19,-0.38,115.38,-13.39,4.33,-5.64,-0.06,7.12,2.93,-0.14,-1.72,-1.27,0.59,-8.22,-5.30,28,10.35
202.75,3.44,122.75,-13.38,4.32,-5.67,-0.71,6.57,4.00,-0.11,-1.61,-1.30,1.26,-7.42,-6.27,28,11.8
212.38,7.38,130.19,-13.36,4.30,-5.70,-2.03,4.88,5.80,-0.10,-1.59,-1.30,1.93,-6.47,-7.10,28,10.68
10.13,15.13,145.25,-13.32,4.26,-5.75,-2.61,3.88,6.48,-0.04,-1.50,-1.29,2.56,-5.39,-7.77,28,11.82
8.75,18.81,153.06,-13.30,4.25,-5.78,-3.21,2.70,6.98,-0.04,-1.49,-1.29,3.16,-4.19,-8.27,28,9.6
7.38,22.19,161.25,-13.30,4.23,-5.81,-3.76,1.42,7.31,-0.04,-1.49,-1.27,3.71,-2.91,-8.59,28,11.63
6.00,25.25,169.69,-13.28,4.21,-5.84,-4.64,-1.20,7.39,-0.04,-1.41,-1.26,4.59,-0.21,-8.66,28,13.25
4.63,27.94,178.50,-13.23,4.17,-5.89,-4.95,-2.57,7.17,-0.03,-1.42,-1.23,4.91,1.14,-8.40,28,10.22
1.69,31.56,-162.69,-13.23,4.16,-5.92,-5.17,-3.90,6.75,-0.03,-1.41,-1.21,5.14,2.48,-7.97,28,19.43
0.19,32.44,-152.88,-13.21,4.15,-5.95,-5.33,-5.18,6.20,-0.06,-1.41,-1.16,5.26,3.76,-7.36,28,1.18
84.88,32.63,-143.00,-13.19,4.13,-5.97,-5.37,-6.36,5.48,-0.09,-1.39,-1.09,5.21,6.04,-5.68,28,10.24
95.31,32.13,-133.19,-13.18,4.11,-6.00,-5.15,-8.40,3.60,-0.11,-1.39,-1.04,5.04,7.00,-4.65,28,15.66
110.25,29.06,-114.19,-13.14,4.08,-6.04,-4.93,-9.20,2.51,-0.16,-1.39,-1.00,4.77,7.81,-3.51,28,8.41
115.81,26.69,-105.19,-13.13,4.06,-6.07,-4.57,-9.86,1.39,-0.16,-1.40,-0.90,4.40,8.45,-2.30,28,11.59
120.56,23.81,-96.63,-13.10,4.05,-6.09,-4.13,-10.33,0.16,-0.19,-1.45,-0.84,3.44,9.17,0.25,28,10.02
124.63,20.50,-88.38,-13.08,4.04,-6.12,-3.63,-10.63,-1.10,-0.18,-1.49,-0.83,2.85,9.25,1.54,28,14.09
128.25,16.94,-80.50,-13.03,4.01,-6.17,-2.42,-10.66,-3.59,-0.20,-1.52,-0.79,2.22,9.13,2.79,28,8.01
131.50,13.06,-72.94,-13.01,4.00,-6.20,-1.79,-10.36,-4.79,-0.24,-1.54,-0.79,1.55,8.81,4.00,28,12.35
137.19,5.00,-58.31,-12.99,3.99,-6.23,-1.07,-9.98,-5.92,-0.21,-1.67,-0.79,0.86,8.31,5.12,28,9.76
139.75,0.94,-51.13,-12.97,3.97,-6.26,-0.39,-9.35,-6.97,-0.21,-1.79,-0.86,-0.52,6.80,7.04,28,12.29
142.19,-3.06,-44.00,-12.94,3.96,-6.29,0.94,-7.74,-8.66,-0.25,-1.92,-0.86,-1.19,5.82,7.80,28,12.29
144.50,-7.00,-36.69,-12.92,3.94,-6.31,1.56,-6.71,-9.35,-0.26,-1.99,-0.95,-1.82,4.71,8.40,28,8.42
146.81,-10.69,-29.31,-12.88,3.91,-6.37,2.17,-5.56,-9.77,-0.23,-2.05,-0.94,-2.40,3.51,8.83,28,11.32
151.19,-17.31,-13.75,-12.86,3.90,-6.40,2.64,-4.33,-10.04,-0.27,-2.10,-0.95,-2.92,2.23,9.09,28,10.6
153.44,-20.06,-5.56,-12.84,3.88,-6.43,3.09,-3.16,-10.16,-0.23,-2.31,-1.06,-3.72,-0.45,9.06,28,11.41
155.63,-22.25,2.81,-12.82,3.87,-6.46,3.48,-1.86,-10.12,-0.23,-2.41,-1.14,-3.98,-1.80,8.77,28,11.65
