orix,oriy,oriz,gyrox,gyroy,gyroz,linerx,linery,linerz,accx,accy,accz,gravx,gravy,gravz,temps,ms
331.50,16.88,141.81,1.40,0.20,1.74,0.04,0.58,3.84,2.83,-5.35,-3.43,2.78,-5.94,-7.28,28,7.36
332.31,16.50,140.75,1.45,0.29,1.55,0.00,0.26,3.79,2.73,-5.81,-3.39,2.73,-6.08,-7.18,28,25.02
333.69,15.88,138.69,1.49,0.47,1.27,-0.35,0.08,3.50,2.33,-6.14,-3.58,2.69,-6.22,-7.08,28,0.0
334.31,15.69,137.63,1.48,0.55,1.23,-0.30,-0.04,3.49,2.34,-6.40,-3.48,2.61,-6.48,-6.87,28,8.0
199.00,15.44,136.63,1.46,0.62,1.24,-0.31,0.12,3.48,2.29,-6.35,-3.39,2.58,-6.61,-6.76,28,0.0
198.38,15.25,135.63,1.47,0.69,1.26,-0.13,-0.15,3.59,2.49,-6.88,-3.01,2.55,-6.74,-6.64,28,9.99
197.88,15.06,134.56,1.53,0.83,1.25,0.16,-0.07,3.62,2.68,-6.94,-2.90,2.52,-6.87,-6.52,28,12.0
197.19,14.75,132.38,1.58,0.91,1.23,0.33,-0.26,3.89,2.83,-7.26,-2.50,2.47,-7.12,-6.26,28,10.99
197.00,14.63,131.25,1.64,0.99,1.19,0.54,-0.28,3.86,3.02,-7.40,-2.39,2.46,-7.25,-6.11,28,11.31
196.88,14.50,130.13,1.71,1.08,1.15,0.64,-0.41,3.89,3.12,-7.97,-1.99,2.44,-7.38,-5.96,28,9.88
196.88,14.44,128.88,1.78,1.15,1.11,0.63,-0.97,4.04,3.07,-8.49,-1.75,2.43,-7.51,-5.80,28,11.0
196.88,14.38,127.63,1.89,1.23,1.08,0.66,-1.07,3.92,3.09,-8.72,-1.70,2.42,-7.64,-5.63,28,12.0
196.94,14.19,125.06,1.95,1.27,1.10,0.60,-1.25,3.89,3.02,-9.03,-1.56,2.41,-7.77,-5.46,28,9.0
196.94,14.06,123.69,2.01,1.29,1.16,0.48,-1.49,3.87,2.87,-9.40,-1.40,2.39,-7.91,-5.27,28,13.02
196.88,13.88,122.31,2.06,1.30,1.26,0.43,-1.42,3.78,2.99,-9.58,-1.24,2.31,-8.17,-4.89,28,9.33
196.75,13.63,120.88,2.12,1.33,1.37,0.76,-1.45,3.58,3.02,-9.77,-1.10,2.26,-8.31,-4.68,28,11.26
196.63,13.31,119.38,2.30,1.37,1.55,1.06,-1.92,3.93,3.25,-10.36,-0.53,2.19,-8.44,-4.47,28,9.55
196.44,12.94,117.88,2.39,1.38,1.62,1.14,-2.25,3.93,3.26,-10.83,-0.30,2.12,-8.58,-4.24,28,11.51
195.94,11.94,114.69,2.45,1.36,1.67,1.17,-2.49,3.87,3.20,-11.21,-0.13,2.03,-8.71,-4.01,28,11.11
195.63,11.38,113.13,2.49,1.34,1.70,1.44,-2.84,4.09,3.38,-11.68,0.31,1.84,-8.95,-3.53,28,11.02
195.38,10.81,111.50,2.52,1.35,1.68,1.52,-3.03,4.15,3.28,-12.20,0.92,1.74,-9.07,-3.28,28,11.66
195.13,10.25,109.88,2.56,1.37,1.64,1.62,-3.07,4.15,3.27,-12.25,1.12,1.64,-9.17,-3.03,28,10.05
194.94,9.63,108.25,2.61,1.38,1.58,1.55,-3.17,4.16,3.10,-12.44,1.39,1.55,-9.27,-2.77,28,9.93
194.75,9.06,106.63,2.68,1.44,1.51,1.59,-3.19,4.07,3.04,-12.56,1.56,1.45,-9.36,-2.51,28,13.42
194.56,7.88,103.31,2.73,1.50,1.51,1.62,-3.18,4.00,2.97,-12.63,1.75,1.23,-9.52,-1.96,28,10.05
194.56,7.25,101.63,2.77,1.54,1.54,1.48,-3.37,4.03,2.72,-12.90,2.06,1.12,-9.59,-1.69,28,9.34
194.50,6.50,99.94,2.81,1.58,1.59,1.59,-3.22,3.99,2.71,-12.81,2.30,0.99,-9.65,-1.40,28,10.61
194.44,5.75,98.25,2.85,1.64,1.65,1.89,-3.19,3.78,2.74,-12.90,2.66,0.85,-9.70,-1.12,28,11.24
194.38,4.94,96.56,2.98,1.75,1.74,1.93,-3.36,3.73,2.64,-13.10,2.91,0.70,-9.74,-0.82,28,11.19
194.31,3.19,93.06,3.07,1.80,1.76,2.05,-3.42,3.51,2.60,-13.19,2.98,0.55,-9.77,-0.52,28,8.28
194.31,2.25,91.25,3.13,1.84,1.77,2.14,-3.55,3.31,2.53,-13.34,3.09,0.38,-9.79,-0.22,28,10.01
194.25,1.25,89.44,3.18,1.87,1.79,2.08,-4.17,3.33,1.95,-14.03,3.56,0.04,-9.79,0.39,28,10.01
194.25,0.25,87.69,3.20,1.89,1.80,1.92,-4.13,3.06,1.79,-13.91,3.76,-0.13,-9.78,0.69,28,12.36
194.25,-0.75,85.88,3.22,1.89,1.83,2.14,-4.02,3.00,1.81,-13.77,3.99,-0.32,-9.75,0.99,28,10.0
194.25,-1.88,84.13,3.25,1.90,1.82,2.19,-4.21,3.39,1.67,-13.92,4.68,-0.51,-9.70,1.29,28,10.59
194.25,-4.13,80.63,3.27,1.90,1.77,2.23,-4.37,3.28,1.51,-14.02,4.86,-0.71,-9.65,1.58,28,9.71
194.31,-5.25,78.88,3.29,1.91,1.71,2.29,-4.54,3.25,1.39,-14.12,5.13,-1.08,-9.50,2.16,28,22.06
194.44,-6.38,77.13,3.28,1.90,1.62,2.32,-4.30,3.06,1.04,-13.71,5.50,-1.27,-9.41,2.44,28,10.53
194.56,-7.44,75.44,3.26,1.90,1.53,2.40,-4.24,2.96,0.95,-13.55,5.67,-1.44,-9.31,2.70,28,0.87
194.81,-8.50,73.75,3.22,1.95,1.31,2.53,-4.10,2.89,0.91,-13.31,5.86,-1.62,-9.20,2.96,28,11.22
195.44,-10.44,70.44,3.25,1.97,1.16,2.57,-3.75,2.93,0.79,-12.83,6.16,-1.78,-9.08,3.22,28,12.05
195.88,-11.38,68.75,3.29,1.99,1.02,2.56,-3.74,2.68,0.58,-12.43,6.17,-2.08,-8.83,3.72,28,11.53
196.44,-12.25,67.13,3.32,2.03,0.90,2.66,-3.60,2.45,0.39,-11.92,6.39,-2.22,-8.68,3.96,28,13.32
197.00,-13.13,65.44,3.34,2.06,0.79,2.62,-3.23,2.43,0.32,-11.70,6.59,-2.37,-8.54,4.19,28,7.58
197.63,-13.94,63.81,3.43,2.11,0.65,2.78,-3.00,2.30,0.27,-11.38,6.73,-2.51,-8.38,4.42,28,12.47
199.00,-15.69,60.44,3.49,2.11,0.61,2.90,-3.12,2.39,0.25,-11.34,7.04,-2.79,-8.03,4.87,28,10.78
199.69,-16.56,58.69,3.54,2.09,0.58,2.85,-3.39,2.65,0.05,-11.42,7.53,-2.93,-7.84,5.09,28,8.06
200.38,-17.44,56.94,3.58,2.05,0.58,2.95,-3.72,2.49,-0.31,-11.70,7.35,-3.08,-7.64,5.30,28,10.41
201.00,-18.31,55.19,3.57,2.02,0.60,2.78,-4.47,1.64,-0.44,-11.91,7.14,-3.23,-7.44,5.50,28,13.34
201.63,-19.25,53.50,3.42,1.90,0.64,2.68,-4.84,1.30,-0.69,-12.08,6.98,-3.38,-7.24,5.68,28,22.93
202.69,-21.06,50.19,3.30,1.85,0.66,2.75,-4.97,0.81,-0.77,-12.01,6.66,-3.68,-6.82,5.99,28,19.24
203.13,-22.00,48.69,3.16,1.81,0.67,2.94,-5.02,0.35,-0.67,-11.48,5.91,-3.83,-6.62,6.13,28,2.88
203.56,-22.94,47.19,3.04,1.80,0.69,3.39,-4.88,-0.38,-0.58,-11.31,5.86,-3.98,-6.42,6.24,28,9.65
204.00,-23.94,45.75,2.76,1.76,0.72,3.59,-4.97,-0.63,-0.53,-11.20,5.71,-4.13,-6.22,6.34,28,0.52
204.69,-25.88,43.19,2.62,1.74,0.73,4.06,-4.75,-1.00,-0.22,-10.79,5.43,-4.28,-6.03,6.43,28,10.07
205.00,-26.81,41.94,2.49,1.69,0.74,4.08,-4.87,-1.22,-0.34,-10.72,5.28,-4.43,-5.85,6.50,28,10.88
205.31,-27.81,40.81,2.34,1.63,0.72,4.32,-4.87,-1.69,-0.14,-10.42,4.52,-4.71,-5.50,6.60,28,10.1
205.56,-28.69,39.75,2.17,1.58,0.70,4.75,-4.59,-2.47,-0.09,-9.93,4.17,-4.84,-5.34,6.64,28,11.7
205.75,-29.63,38.75,1.83,1.49,0.63,5.01,-4.50,-2.67,0.03,-9.69,3.98,-4.97,-5.19,6.66,28,9.98
206.00,-30.50,37.88,1.68,1.43,0.58,5.22,-4.45,-2.84,0.13,-9.51,3.83,-5.09,-5.05,6.67,28,11.76
206.44,-32.06,36.38,1.55,1.38,0.52,5.51,-4.18,-3.10,0.30,-9.11,3.57,-5.21,-4.93,6.68,28,10.54
206.69,-32.81,35.75,1.43,1.31,0.46,5.68,-4.06,-3.19,0.39,-8.81,3.40,-5.41,-4.70,6.68,28,11.32
206.88,-33.50,35.13,1.32,1.21,0.40,5.91,-4.07,-3.40,0.40,-8.68,3.27,-5.50,-4.61,6.67,28,11.01
207.06,-34.13,34.56,1.22,1.11,0.34,5.90,-4.03,-3.58,0.32,-8.56,3.08,-5.57,-4.52,6.67,28,9.71
207.31,-34.63,34.13,1.10,0.99,0.28,5.91,-3.90,-3.76,0.26,-8.35,2.91,-5.64,-4.44,6.67,28,9.69
207.50,-35.13,33.69,0.89,0.73,0.18,5.89,-3.73,-3.89,0.19,-8.11,2.77,-5.70,-4.38,6.66,28,11.21
207.81,-35.81,32.94,0.78,0.59,0.16,5.81,-3.55,-4.31,0.06,-7.87,2.35,-5.78,-4.26,6.67,28,11.26
207.94,-36.13,32.56,0.69,0.47,0.15,5.78,-3.60,-4.20,0.00,-7.87,2.46,-5.81,-4.22,6.67,28,8.91
208.06,-36.31,32.25,0.59,0.33,0.17,5.70,-3.64,-4.49,-0.10,-7.88,2.12,-5.83,-4.17,6.68,28,10.21
208.06,-36.44,32.00,0.47,0.21,0.20,5.71,-3.59,-4.57,-0.12,-7.74,2.12,-5.84,-4.14,6.69,28,12.15
207.94,-36.63,31.44,0.26,-0.03,0.26,5.79,-3.65,-4.58,-0.06,-7.76,2.12,-5.85,-4.11,6.70,28,11.9
207.75,-36.69,31.25,0.18,-0.12,0.30,5.79,-3.60,-4.60,-0.06,-7.68,2.11,-5.85,-4.08,6.72,28,9.04
207.56,-36.69,31.00,0.09,-0.21,0.34,5.92,-3.66,-4.69,0.06,-7.72,2.04,-5.85,-4.05,6.73,28,11.02
207.31,-36.63,30.81,-0.01,-0.28,0.38,6.06,-3.65,-4.70,0.25,-7.66,2.10,-5.74,-4.23,6.73,28,11.76
207.63,-35.81,32.13,-0.09,-0.35,0.42,6.14,-3.41,-4.68,0.41,-7.63,2.06,-5.73,-4.21,6.74,28,9.28
207.31,-35.75,32.00,-0.21,-0.45,0.41,6.19,-3.47,-4.61,0.47,-7.68,2.14,-5.71,-4.20,6.76,28,12.38
206.63,-35.50,31.75,-0.25,-0.49,0.37,6.16,-3.63,-4.56,0.46,-7.84,2.21,-5.70,-4.20,6.77,28,8.53
206.31,-35.38,31.75,-0.34,-0.53,0.34,6.19,-3.85,-4.58,0.50,-8.06,2.20,-5.65,-4.21,6.80,28,10.16
205.94,-35.19,31.75,-0.42,-0.56,0.33,6.11,-4.11,-4.24,0.51,-8.44,2.57,-5.63,-4.23,6.82,28,11.92
205.63,-35.00,31.81,-0.49,-0.59,0.31,6.15,-4.21,-3.96,0.55,-8.46,2.86,-5.60,-4.25,6.83,28,19.11
205.25,-34.81,31.88,-0.60,-0.64,0.23,6.10,-4.38,-3.65,0.53,-8.66,3.18,-5.57,-4.28,6.84,28,0.0
204.88,-34.56,32.00,-0.66,-0.68,0.15,6.09,-4.28,-3.37,0.56,-8.59,3.47,-5.53,-4.31,6.85,28,9.78
204.31,-34.00,32.44,-0.71,-0.71,0.06,5.97,-4.02,-3.38,0.48,-8.38,3.47,-5.48,-4.36,6.85,28,13.58
204.06,-33.63,32.75,-0.79,-0.74,-0.04,6.00,-3.88,-3.45,0.65,-8.26,3.60,-5.38,-4.47,6.86,28,12.66
203.88,-33.25,33.06,-0.86,-0.75,-0.13,6.03,-3.78,-3.26,0.53,-8.37,3.64,-5.32,-4.55,6.86,28,8.01
203.50,-32.81,33.50,-0.92,-0.75,-0.21,5.85,-3.82,-3.22,0.60,-8.85,3.93,-5.25,-4.63,6.86,28,8.5
203.38,-32.38,34.00,-1.05,-0.79,-0.34,5.59,-4.38,-2.79,0.39,-9.10,4.06,-5.19,-4.71,6.85,28,11.42
203.19,-31.44,35.13,-1.14,-0.84,-0.39,5.40,-5.05,-2.70,0.28,-9.86,4.13,-5.11,-4.81,6.84,28,12.24
203.06,-30.88,35.69,-1.22,-0.91,-0.43,5.37,-5.15,-2.69,0.33,-10.07,4.13,-4.95,-5.02,6.81,28,23.12
202.75,-30.31,36.38,-1.33,-0.98,-0.46,5.13,-5.45,-2.75,0.14,-11.35,4.20,-4.85,-5.14,6.78,28,9.28
202.63,-29.69,37.13,-1.62,-1.15,-0.45,5.06,-6.64,-2.43,0.30,-11.91,4.32,-4.76,-5.27,6.76,28,0.25
202.13,-28.31,38.81,-1.81,-1.23,-0.44,5.11,-6.84,-2.14,0.45,-12.25,4.57,-4.65,-5.40,6.72,28,10.99
201.81,-27.63,39.75,-2.00,-1.31,-0.44,5.23,-7.52,-1.73,0.68,-13.08,4.94,-4.54,-5.55,6.67,28,8.92
201.44,-26.88,40.81,-2.20,-1.38,-0.44,5.21,-7.91,-1.38,0.77,-13.63,5.23,-4.31,-5.89,6.54,28,36.51
201.00,-26.06,41.94,-2.39,-1.46,-0.44,5.26,-8.47,-0.68,1.07,-14.54,5.77,-4.19,-6.07,6.45,28,10.06
200.13,-24.44,44.56,-2.76,-1.63,-0.50,5.51,-8.99,-0.30,1.45,-15.25,6.05,-4.06,-6.26,6.35,28,0.14
199.63,-23.56,45.94,-2.93,-1.69,-0.54,5.58,-9.24,-0.05,1.65,-15.70,6.19,-3.92,-6.46,6.24,28,10.01
199.19,-22.69,47.44,-3.06,-1.73,-0.60,5.48,-9.44,0.28,1.70,-16.11,6.39,-3.63,-6.87,5.96,28,0.69
198.75,-21.75,49.00,-3.17,-1.75,-0.67,5.28,-10.69,0.25,1.79,-17.78,6.06,-3.48,-7.09,5.80,28,13.49
198.31,-20.81,50.63,-3.39,-1.79,-0.85,5.22,-11.09,0.22,1.89,-18.40,5.86,-3.32,-7.30,5.63,28,10.06
197.50,-18.81,54.13,-3.53,-1.81,-0.94,5.10,-11.75,0.49,1.94,-19.28,5.93,-3.16,-7.52,5.43,28,10.04
197.19,-17.75,56.00,-3.69,-1.80,-1.02,4.72,-13.37,1.15,1.72,-21.12,6.36,-2.99,-7.74,5.21,28,11.28
196.81,-16.69,58.00,-3.86,-1.79,-1.11,4.52,-14.18,1.52,1.56,-23.31,6.67,-2.64,-8.18,4.70,28,10.32
196.56,-15.63,60.06,-4.01,-1.79,-1.21,3.62,-16.64,2.17,1.16,-25.05,6.59,-2.45,-8.40,4.42,28,11.64
196.31,-14.50,62.25,-4.19,-1.78,-1.41,3.47,-16.76,2.16,1.20,-25.37,6.27,-2.26,-8.60,4.11,28,9.74
196.13,-13.38,64.44,-4.30,-1.75,-1.49,3.28,-16.81,2.05,1.21,-25.61,5.84,-2.07,-8.80,3.79,28,14.05
195.81,-11.06,69.00,-4.43,-1.68,-1.54,3.17,-16.83,1.98,1.28,-25.82,5.43,-1.69,-9.15,3.07,28,7.59
195.75,-9.94,71.44,-4.50,-1.57,-1.62,2.99,-17.85,1.54,1.32,-27.64,4.22,-1.49,-9.30,2.69,28,11.96
195.88,-8.75,73.81,-4.49,-1.43,-1.75,2.39,-18.66,1.19,1.09,-28.10,3.50,-1.29,-9.44,2.30,28,9.48
196.13,-7.56,76.25,-4.44,-1.26,-1.92,1.41,-19.20,-0.25,0.33,-28.76,1.66,-1.07,-9.55,1.92,28,10.92
197.25,-4.94,80.94,-4.24,-0.91,-2.32,0.61,-20.05,-0.68,-0.22,-29.70,0.84,-0.84,-9.64,1.53,28,10.14
198.06,-3.50,83.19,-4.14,-0.73,-2.45,-0.17,-21.04,-1.11,-0.78,-30.76,0.03,-0.36,-9.76,0.76,28,11.47
199.13,-2.13,85.50,-4.12,-0.52,-2.51,-0.63,-22.19,-0.25,-0.42,-31.93,-1.53,-0.12,-9.79,0.36,28,12.03
200.31,-0.69,87.81,-4.24,-0.23,-2.51,-0.30,-22.13,-1.89,-0.74,-33.24,-0.48,0.11,-9.80,-0.05,28,10.67
201.75,0.63,90.25,-4.64,0.35,-2.49,-0.25,-23.82,-0.55,0.09,-33.61,-1.04,0.35,-9.78,-0.48,28,11.01
205.25,3.44,95.56,-4.92,0.50,-2.53,0.61,-20.71,-4.03,1.21,-30.46,-4.98,0.59,-9.74,-0.95,28,10.87
207.19,4.88,98.25,-4.86,0.49,-2.56,0.88,-18.30,0.25,1.08,-28.46,-2.32,1.08,-9.57,-1.81,28,11.0
209.25,6.31,100.69,-4.45,0.60,-2.49,0.00,-18.88,-0.51,-0.06,-24.39,-2.33,1.29,-9.47,-2.15,28,11.14
211.25,7.56,102.81,-3.79,0.72,-2.15,-1.35,-14.92,-0.18,-0.20,-14.99,-1.90,1.45,-9.39,-2.39,28,11.06
213.00,8.50,104.25,-1.23,0.87,-0.88,-3.34,6.79,-0.17,-1.78,-2.55,-2.66,1.55,-9.35,-2.49,28,13.32
215.06,9.50,104.94,-0.25,0.78,-0.46,-2.17,6.30,1.19,-0.55,-3.04,-1.30,1.62,-9.34,-2.50,28,10.18
215.63,9.69,104.81,0.18,0.67,-0.19,-2.19,9.44,3.32,-0.53,0.09,0.84,1.65,-9.34,-2.47,28,21.04
216.06,9.81,104.63,0.22,0.54,-0.16,-2.50,9.51,2.17,-0.82,0.16,-0.26,1.70,-9.35,-2.41,28,0.0
216.50,10.00,104.44,0.25,0.53,-0.16,-2.29,10.25,2.06,-0.55,0.90,-0.33,1.73,-9.35,-2.39,28,10.89
216.94,10.13,104.31,0.16,0.54,-0.15,-2.15,9.18,2.42,-0.39,-0.16,0.05,1.76,-9.35,-2.36,28,10.48
217.81,10.44,104.06,0.14,0.51,-0.15,-2.82,10.17,3.41,-1.03,0.82,1.07,1.78,-9.35,-2.34,28,9.44
218.25,10.63,103.94,0.13,0.53,-0.16,-2.31,9.34,2.75,-0.50,-0.01,0.43,1.81,-9.35,-2.32,28,12.8
218.69,10.75,103.81,0.09,0.52,-0.15,-2.51,9.36,2.79,-0.68,0.35,0.41,1.86,-9.35,-2.28,28,9.23
219.13,10.94,103.75,0.10,0.53,-0.15,-2.58,9.41,2.79,-0.69,0.06,0.51,1.88,-9.35,-2.27,28,10.47
219.56,11.06,103.63,0.07,0.52,-0.16,-2.60,9.49,2.56,-0.69,0.14,0.30,1.91,-9.34,-2.25,28,20.82
220.44,11.38,103.50,0.04,0.52,-0.16,-2.59,9.50,2.57,-0.65,0.16,0.33,1.94,-9.34,-2.24,28,0.0
220.88,11.56,103.38,0.04,0.52,-0.16,-2.71,9.40,2.67,-0.74,0.06,0.44,1.96,-9.34,-2.23,28,12.8
221.31,11.69,103.31,0.01,0.51,-0.16,-2.63,9.46,2.47,-0.60,0.06,0.27,2.01,-9.33,-2.21,28,7.97
221.69,11.81,103.31,-0.00,0.50,-0.15,-2.67,9.37,2.53,-0.63,0.03,0.33,2.04,-9.33,-2.20,28,10.87
222.13,12.00,103.25,-0.01,0.50,-0.15,-2.67,9.37,2.53,-0.56,0.04,0.32,2.06,-9.33,-2.19,28,10.96
222.56,12.13,103.19,-0.03,0.50,-0.15,-2.64,9.36,2.52,-0.55,0.03,0.34,2.09,-9.32,-2.18,28,10.22
223.44,12.44,103.13,-0.04,0.51,-0.15,-2.61,9.33,2.48,-0.50,0.01,0.30,2.11,-9.32,-2.17,28,24.42
223.88,12.56,103.06,-0.05,0.50,-0.15,-2.62,9.33,2.43,-0.47,0.03,0.25,2.16,-9.31,-2.16,28,10.25
224.31,12.69,103.06,-0.06,0.50,-0.15,-2.64,9.35,2.42,-0.45,0.00,0.18,2.18,-9.31,-2.16,28,9.06
224.75,12.88,103.06,-0.07,0.50,-0.15,-2.64,9.32,2.34,-0.42,0.02,0.18,2.21,-9.30,-2.16,28,1.2
225.19,13.00,103.06,-0.09,0.49,-0.16,-2.68,9.30,2.30,-0.45,0.00,0.14,2.23,-9.30,-2.15,28,11.69
226.06,13.31,103.06,-0.10,0.49,-0.16,-2.70,9.25,2.32,-0.43,-0.04,0.16,2.28,-9.28,-2.15,28,11.32
226.50,13.44,103.06,-0.11,0.48,-0.17,-2.75,9.21,2.35,-0.47,-0.07,0.19,2.31,-9.28,-2.15,28,10.4
226.88,13.63,103.06,-0.11,0.47,-0.17,-2.73,9.20,2.35,-0.44,-0.10,0.20,2.33,-9.27,-2.15,28,9.25
227.31,13.75,103.06,-0.12,0.46,-0.17,-2.77,9.12,2.35,-0.41,-0.14,0.20,2.36,-9.27,-2.15,28,11.42
227.75,13.88,103.06,-0.12,0.45,-0.17,-2.78,9.11,2.37,-0.39,-0.14,0.21,2.38,-9.26,-2.15,28,14.79
228.63,14.19,103.13,-0.12,0.44,-0.18,-2.81,9.08,2.35,-0.40,-0.17,0.19,2.41,-9.25,-2.16,28,6.81
229.00,14.38,103.13,-0.12,0.44,-0.17,-2.81,9.06,2.38,-0.38,-0.18,0.22,2.43,-9.25,-2.16,28,10.05
229.44,14.50,103.13,-0.12,0.43,-0.18,-2.83,9.01,2.34,-0.35,-0.25,0.18,2.48,-9.23,-2.16,28,12.99
229.81,14.63,103.13,-0.12,0.43,-0.18,-2.84,8.94,2.40,-0.32,-0.28,0.23,2.51,-9.22,-2.16,28,10.3
230.25,14.81,103.19,-0.12,0.42,-0.19,-2.83,8.88,2.38,-0.30,-0.33,0.22,2.53,-9.22,-2.16,28,9.24
231.06,15.13,103.19,-0.12,0.42,-0.19,-2.86,8.83,2.39,-0.30,-0.38,0.22,2.56,-9.21,-2.16,28,11.33
231.44,15.25,103.19,-0.12,0.41,-0.19,-2.87,8.85,2.40,-0.28,-0.35,0.23,2.61,-9.20,-2.16,28,11.75
231.88,15.44,103.19,-0.12,0.41,-0.19,-2.87,8.77,2.38,-0.26,-0.46,0.22,2.63,-9.19,-2.16,28,9.87
232.25,15.56,103.19,-0.12,0.40,-0.19,-2.95,8.70,2.40,-0.29,-0.48,0.23,2.66,-9.18,-2.16,28,11.11
232.63,15.75,103.25,-0.11,0.40,-0.18,-2.96,8.68,2.39,-0.28,-0.49,0.23,2.68,-9.17,-2.16,28,9.32
233.00,15.88,103.25,-0.10,0.39,-0.18,-3.00,8.69,2.39,-0.29,-0.47,0.23,2.71,-9.17,-2.16,28,12.69
233.75,16.19,103.25,-0.11,0.38,-0.17,-3.03,8.67,2.39,-0.30,-0.49,0.23,2.75,-9.15,-2.16,28,9.48
234.13,16.31,103.25,-0.10,0.38,-0.17,-3.05,8.64,2.39,-0.31,-0.49,0.27,2.78,-9.15,-2.15,28,12.57
234.50,16.44,103.25,-0.10,0.38,-0.17,-3.09,8.65,2.43,-0.31,-0.49,0.29,2.80,-9.14,-2.15,28,13.54
234.88,16.56,103.25,-0.10,0.38,-0.17,-3.11,8.65,2.45,-0.31,-0.48,0.29,2.82,-9.13,-2.15,28,5.7
235.25,16.69,103.25,-0.09,0.38,-0.16,-3.15,8.63,2.43,-0.31,-0.49,0.28,2.84,-9.13,-2.15,28,12.67
235.94,17.00,103.25,-0.09,0.38,-0.16,-3.17,8.63,2.46,-0.30,-0.49,0.31,2.89,-9.12,-2.14,28,10.8
236.31,17.13,103.19,-0.08,0.38,-0.16,-3.20,8.61,2.45,-0.31,-0.50,0.30,2.91,-9.11,-2.14,28,9.93
236.69,17.25,103.19,-0.08,0.38,-0.16,-3.22,8.63,2.44,-0.31,-0.47,0.30,2.93,-9.10,-2.13,28,21.0
237.00,17.38,103.19,-0.08,0.39,-0.16,-3.30,8.55,2.45,-0.34,-0.54,0.31,2.95,-9.10,-2.13,28,0.0
237.38,17.50,103.19,-0.07,0.39,-0.16,-3.32,8.52,2.46,-0.33,-0.57,0.33,2.98,-9.09,-2.12,28,12.08
238.13,17.81,103.13,-0.06,0.39,-0.16,-3.32,8.48,2.44,-0.32,-0.60,0.32,3.00,-9.09,-2.12,28,10.53
238.44,17.94,103.13,-0.06,0.39,-0.16,-3.34,8.45,2.46,-0.31,-0.62,0.34,3.02,-9.08,-2.11,28,11.45
238.81,18.06,103.06,-0.06,0.39,-0.16,-3.34,8.42,2.44,-0.30,-0.66,0.34,3.07,-9.07,-2.10,28,10.41
239.19,18.19,103.06,-0.06,0.39,-0.16,-3.33,8.41,2.46,-0.24,-0.64,0.36,3.09,-9.06,-2.09,28,9.8
239.50,18.38,103.00,-0.06,0.39,-0.16,-3.36,8.39,2.46,-0.24,-0.66,0.36,3.11,-9.06,-2.09,28,12.58
239.88,18.50,103.00,-0.05,0.39,-0.16,-3.39,8.35,2.44,-0.25,-0.69,0.35,3.13,-9.05,-2.08,28,7.0
240.56,18.75,102.88,-0.05,0.39,-0.17,-3.41,8.34,2.42,-0.25,-0.70,0.34,3.15,-9.04,-2.07,28,11.09
240.94,18.88,102.88,-0.05,0.39,-0.17,-3.40,8.32,2.44,-0.20,-0.76,0.37,3.20,-9.03,-2.06,28,11.46
241.25,19.06,102.81,-0.05,0.38,-0.17,-3.43,8.18,2.50,-0.20,-0.84,0.45,3.22,-9.02,-2.05,28,21.13
241.63,19.19,102.81,0.07,0.41,0.38,-40.76,-29.04,21.54,-37.55,-38.08,19.50,3.20,-9.04,-2.03,28,0.0
241.69,19.06,102.69,0.66,-0.78,7.44,22.96,-28.82,41.42,25.49,-38.08,39.42,2.52,-9.26,-2.00,28,10.42
231.88,9.38,100.38,2.43,1.79,10.58,-24.94,-28.50,39.85,-23.34,-38.01,38.11,0.86,-9.61,-1.72,28,12.01
229.63,5.00,100.13,-0.25,3.90,8.66,-5.36,-28.14,17.80,-5.09,0.40,9.62,0.29,-9.61,-1.88,28,11.99
229.25,1.69,101.06,-2.04,5.13,7.04,-5.39,10.02,11.51,3.75,-3.54,10.10,-0.17,-9.60,-1.97,28,20.56
229.50,-1.00,101.63,-1.06,5.47,6.19,0.71,4.68,11.06,0.19,-4.87,8.97,-0.51,-9.56,-2.09,28,0.0
232.31,-4.19,102.94,-0.77,5.19,3.33,10.20,5.34,6.34,9.48,-4.18,4.14,-0.71,-9.53,-2.19,28,10.96
234.06,-4.63,103.44,-0.55,3.88,1.71,6.97,4.89,5.02,-1.62,-18.10,-1.92,-0.75,-9.49,-2.31,28,12.32
235.63,-4.44,103.69,-0.21,2.44,0.25,-0.86,-8.60,0.39,-17.19,-21.11,-10.93,-0.69,-9.49,-2.36,28,10.02
236.50,-4.06,103.94,-0.48,0.93,-0.44,-16.50,-11.62,-8.57,-10.14,-12.87,-1.15,-0.63,-9.48,-2.42,28,11.43
237.00,-3.69,104.31,-0.69,0.28,-1.20,-5.18,-7.58,3.57,-5.70,-17.05,1.08,-0.51,-9.47,-2.48,28,13.59
238.88,-2.13,105.13,-0.77,0.27,-1.56,-5.92,-1.51,4.58,-6.29,-10.97,2.03,-0.21,-9.44,-2.62,28,9.22
239.75,-1.25,105.50,-0.71,-0.02,-1.62,-3.50,-6.58,4.23,-3.71,-16.02,1.60,-0.05,-9.43,-2.67,28,20.84
240.63,-0.31,105.81,-0.56,-0.16,-1.78,-2.04,-10.54,2.79,-1.17,-15.87,0.36,0.10,-9.42,-2.69,28,1.34
241.50,0.63,105.94,0.21,-0.20,-1.72,-0.96,-8.03,3.10,-0.70,-17.46,0.42,0.26,-9.42,-2.67,28,12.48
